"","STUDY_NUM","month","year","event","cnt","TA_DESC","PHASE","LAST_SUBJECT_SCREENED_DATE","ASCENT_Study"
"6484","M15-741","Jun",2020,"CRA",NA,"Neuroscience","Phase 3","2021-07-15","Non-ASCENT"
"6485","M15-741","Jun",2020,"MSL",NA,"Neuroscience","Phase 3","2021-07-15 00:00:00","Non-ASCENT"
"6486","M15-741","Jun",2020,"MSL",NA,"Neuroscience","Phase 3","2021-07-15","Non-ASCENT"
"6487","M15-741","Jun",2021,"screens",1,"Neuroscience","Phase 3","2021-07-15 00:00:00","Non-ASCENT"
"6488","M15-741","Jun",2021,"screens",1,"Neuroscience","Phase 3","2021-07-15","Non-ASCENT"
"6489","M15-741","Jun",2021,"CRA",NA,"Neuroscience","Phase 3","2021-07-15 00:00:00","Non-ASCENT"
"6490","M15-741","Jun",2021,"CRA",NA,"Neuroscience","Phase 3","2021-07-15","Non-ASCENT"
"6491","M15-741","Jun",2021,"MSL",NA,"Neuroscience","Phase 3","2021-07-15 00:00:00","Non-ASCENT"
"6492","M15-741","Jun",2021,"MSL",NA,"Neuroscience","Phase 3","2021-07-15","Non-ASCENT"
"6493","M15-741","Jul",2019,"screens",5,"Neuroscience","Phase 3","2021-07-15 00:00:00","Non-ASCENT"
"6494","M15-741","Jul",2019,"screens",5,"Neuroscience","Phase 3","2021-07-15","Non-ASCENT"
"6495","M15-741","Jul",2019,"CRA",NA,"Neuroscience","Phase 3","2021-07-15 00:00:00","Non-ASCENT"
"6496","M15-741","Jul",2019,"CRA",NA,"Neuroscience","Phase 3","2021-07-15","Non-ASCENT"
"6497","M15-741","Jul",2019,"MSL",NA,"Neuroscience","Phase 3","2021-07-15 00:00:00","Non-ASCENT"
"6498","M15-741","Jul",2019,"MSL",NA,"Neuroscience","Phase 3","2021-07-15","Non-ASCENT"
"6499","M15-741","Jul",2020,"screens",11,"Neuroscience","Phase 3","2021-07-15 00:00:00","Non-ASCENT"
"6500","M15-741","Jul",2020,"screens",11,"Neuroscience","Phase 3","2021-07-15","Non-ASCENT"
"6501","M15-741","Jul",2020,"CRA",NA,"Neuroscience","Phase 3","2021-07-15 00:00:00","Non-ASCENT"
"6502","M15-741","Jul",2020,"CRA",NA,"Neuroscience","Phase 3","2021-07-15","Non-ASCENT"
"6503","M15-741","Jul",2020,"MSL",NA,"Neuroscience","Phase 3","2021-07-15 00:00:00","Non-ASCENT"
"6504","M15-741","Jul",2020,"MSL",NA,"Neuroscience","Phase 3","2021-07-15","Non-ASCENT"
"6505","M15-741","Jul",2021,"screens",3,"Neuroscience","Phase 3","2021-07-15 00:00:00","Non-ASCENT"
"6506","M15-741","Jul",2021,"screens",3,"Neuroscience","Phase 3","2021-07-15","Non-ASCENT"
"6507","M15-741","Jul",2021,"CRA",NA,"Neuroscience","Phase 3","2021-07-15 00:00:00","Non-ASCENT"
"6508","M15-741","Jul",2021,"CRA",NA,"Neuroscience","Phase 3","2021-07-15","Non-ASCENT"
"6509","M15-741","Jul",2021,"MSL",NA,"Neuroscience","Phase 3","2021-07-15 00:00:00","Non-ASCENT"
"6510","M15-741","Jul",2021,"MSL",NA,"Neuroscience","Phase 3","2021-07-15","Non-ASCENT"
"6511","M15-741","Aug",2019,"screens",17,"Neuroscience","Phase 3","2021-07-15 00:00:00","Non-ASCENT"
"6512","M15-741","Aug",2019,"screens",17,"Neuroscience","Phase 3","2021-07-15","Non-ASCENT"
"6513","M15-741","Aug",2019,"CRA",NA,"Neuroscience","Phase 3","2021-07-15 00:00:00","Non-ASCENT"
"6514","M15-741","Aug",2019,"CRA",NA,"Neuroscience","Phase 3","2021-07-15","Non-ASCENT"
"6515","M15-741","Aug",2019,"MSL",NA,"Neuroscience","Phase 3","2021-07-15 00:00:00","Non-ASCENT"
"6516","M15-741","Aug",2019,"MSL",NA,"Neuroscience","Phase 3","2021-07-15","Non-ASCENT"
"6517","M15-741","Aug",2020,"screens",10,"Neuroscience","Phase 3","2021-07-15 00:00:00","Non-ASCENT"
"6518","M15-741","Aug",2020,"screens",10,"Neuroscience","Phase 3","2021-07-15","Non-ASCENT"
"6519","M15-741","Aug",2020,"CRA",NA,"Neuroscience","Phase 3","2021-07-15 00:00:00","Non-ASCENT"
"6520","M15-741","Aug",2020,"CRA",NA,"Neuroscience","Phase 3","2021-07-15","Non-ASCENT"
"6521","M15-741","Aug",2020,"MSL",NA,"Neuroscience","Phase 3","2021-07-15 00:00:00","Non-ASCENT"
"6522","M15-741","Aug",2020,"MSL",NA,"Neuroscience","Phase 3","2021-07-15","Non-ASCENT"
"6523","M15-741","Sep",2019,"screens",23,"Neuroscience","Phase 3","2021-07-15 00:00:00","Non-ASCENT"
"6524","M15-741","Sep",2019,"screens",23,"Neuroscience","Phase 3","2021-07-15","Non-ASCENT"
"6525","M15-741","Sep",2019,"CRA",NA,"Neuroscience","Phase 3","2021-07-15 00:00:00","Non-ASCENT"
"6526","M15-741","Sep",2019,"CRA",NA,"Neuroscience","Phase 3","2021-07-15","Non-ASCENT"
"6527","M15-741","Sep",2019,"MSL",NA,"Neuroscience","Phase 3","2021-07-15 00:00:00","Non-ASCENT"
"6528","M15-741","Sep",2019,"MSL",NA,"Neuroscience","Phase 3","2021-07-15","Non-ASCENT"
"6529","M15-741","Sep",2020,"screens",26,"Neuroscience","Phase 3","2021-07-15 00:00:00","Non-ASCENT"
"6530","M15-741","Sep",2020,"screens",26,"Neuroscience","Phase 3","2021-07-15","Non-ASCENT"
"6531","M15-741","Sep",2020,"CRA",NA,"Neuroscience","Phase 3","2021-07-15 00:00:00","Non-ASCENT"
"6532","M15-741","Sep",2020,"CRA",NA,"Neuroscience","Phase 3","2021-07-15","Non-ASCENT"
"6533","M15-741","Sep",2020,"MSL",NA,"Neuroscience","Phase 3","2021-07-15 00:00:00","Non-ASCENT"
"6534","M15-741","Sep",2020,"MSL",NA,"Neuroscience","Phase 3","2021-07-15","Non-ASCENT"
"6535","M15-741","Oct",2019,"screens",30,"Neuroscience","Phase 3","2021-07-15 00:00:00","Non-ASCENT"
"6536","M15-741","Oct",2019,"screens",30,"Neuroscience","Phase 3","2021-07-15","Non-ASCENT"
"6537","M15-741","Oct",2019,"CRA",NA,"Neuroscience","Phase 3","2021-07-15 00:00:00","Non-ASCENT"
"6538","M15-741","Oct",2019,"CRA",NA,"Neuroscience","Phase 3","2021-07-15","Non-ASCENT"
"6539","M15-741","Oct",2019,"MSL",NA,"Neuroscience","Phase 3","2021-07-15 00:00:00","Non-ASCENT"
"6540","M15-741","Oct",2019,"MSL",NA,"Neuroscience","Phase 3","2021-07-15","Non-ASCENT"
"6541","M15-741","Oct",2020,"screens",12,"Neuroscience","Phase 3","2021-07-15 00:00:00","Non-ASCENT"
"6542","M15-741","Oct",2020,"screens",12,"Neuroscience","Phase 3","2021-07-15","Non-ASCENT"
"6543","M15-741","Oct",2020,"CRA",NA,"Neuroscience","Phase 3","2021-07-15 00:00:00","Non-ASCENT"
"6544","M15-741","Oct",2020,"CRA",NA,"Neuroscience","Phase 3","2021-07-15","Non-ASCENT"
"6545","M15-741","Oct",2020,"MSL",NA,"Neuroscience","Phase 3","2021-07-15 00:00:00","Non-ASCENT"
"6546","M15-741","Oct",2020,"MSL",NA,"Neuroscience","Phase 3","2021-07-15","Non-ASCENT"
"6547","M15-741","Nov",2019,"screens",25,"Neuroscience","Phase 3","2021-07-15 00:00:00","Non-ASCENT"
"6548","M15-741","Nov",2019,"screens",25,"Neuroscience","Phase 3","2021-07-15","Non-ASCENT"
"6549","M15-741","Nov",2019,"CRA",NA,"Neuroscience","Phase 3","2021-07-15 00:00:00","Non-ASCENT"
"6550","M15-741","Nov",2019,"CRA",NA,"Neuroscience","Phase 3","2021-07-15","Non-ASCENT"
"6551","M15-741","Nov",2019,"MSL",NA,"Neuroscience","Phase 3","2021-07-15 00:00:00","Non-ASCENT"
"6552","M15-741","Nov",2019,"MSL",NA,"Neuroscience","Phase 3","2021-07-15","Non-ASCENT"
"6553","M15-741","Nov",2020,"screens",4,"Neuroscience","Phase 3","2021-07-15 00:00:00","Non-ASCENT"
"6554","M15-741","Nov",2020,"screens",4,"Neuroscience","Phase 3","2021-07-15","Non-ASCENT"
"6555","M15-741","Nov",2020,"CRA",NA,"Neuroscience","Phase 3","2021-07-15 00:00:00","Non-ASCENT"
"6556","M15-741","Nov",2020,"CRA",NA,"Neuroscience","Phase 3","2021-07-15","Non-ASCENT"
"6557","M15-741","Nov",2020,"MSL",NA,"Neuroscience","Phase 3","2021-07-15 00:00:00","Non-ASCENT"
"6558","M15-741","Nov",2020,"MSL",NA,"Neuroscience","Phase 3","2021-07-15","Non-ASCENT"
"6559","M15-741","Dec",2019,"screens",75,"Neuroscience","Phase 3","2021-07-15 00:00:00","Non-ASCENT"
"6560","M15-741","Dec",2019,"screens",75,"Neuroscience","Phase 3","2021-07-15","Non-ASCENT"
"6561","M15-741","Dec",2019,"CRA",NA,"Neuroscience","Phase 3","2021-07-15 00:00:00","Non-ASCENT"
"6562","M15-741","Dec",2019,"CRA",NA,"Neuroscience","Phase 3","2021-07-15","Non-ASCENT"
"6563","M15-741","Dec",2019,"MSL",NA,"Neuroscience","Phase 3","2021-07-15 00:00:00","Non-ASCENT"
"6564","M15-741","Dec",2019,"MSL",NA,"Neuroscience","Phase 3","2021-07-15","Non-ASCENT"
"6565","M15-741","Dec",2020,"screens",1,"Neuroscience","Phase 3","2021-07-15 00:00:00","Non-ASCENT"
"6566","M15-741","Dec",2020,"screens",1,"Neuroscience","Phase 3","2021-07-15","Non-ASCENT"
"6567","M15-741","Dec",2020,"CRA",NA,"Neuroscience","Phase 3","2021-07-15 00:00:00","Non-ASCENT"
"6568","M15-741","Dec",2020,"CRA",NA,"Neuroscience","Phase 3","2021-07-15","Non-ASCENT"
"6569","M15-741","Dec",2020,"MSL",NA,"Neuroscience","Phase 3","2021-07-15 00:00:00","Non-ASCENT"
"6570","M15-741","Dec",2020,"MSL",NA,"Neuroscience","Phase 3","2021-07-15","Non-ASCENT"
"6571","M15-954","Jan",2021,"screens",9,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6572","M15-954","Jan",2021,"screens",9,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6573","M15-954","Jan",2021,"CRA",NA,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6574","M15-954","Jan",2021,"CRA",NA,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6575","M15-954","Jan",2021,"MSL",NA,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6576","M15-954","Jan",2021,"MSL",NA,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6577","M15-954","Jan",2022,"screens",36,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6578","M15-954","Jan",2022,"screens",36,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6579","M15-954","Jan",2022,"CRA",NA,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6580","M15-954","Jan",2022,"CRA",NA,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6581","M15-954","Jan",2022,"MSL",9,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6582","M15-954","Jan",2022,"MSL",9,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6583","M15-954","Feb",2021,"screens",24,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6584","M15-954","Feb",2021,"screens",24,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6585","M15-954","Feb",2021,"CRA",NA,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6586","M15-954","Feb",2021,"CRA",NA,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6587","M15-954","Feb",2021,"MSL",NA,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6588","M15-954","Feb",2021,"MSL",NA,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6589","M15-954","Feb",2022,"screens",41,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6590","M15-954","Feb",2022,"screens",41,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6591","M15-954","Feb",2022,"CRA",NA,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6592","M15-954","Feb",2022,"CRA",NA,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6593","M15-954","Feb",2022,"MSL",10,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6594","M15-954","Feb",2022,"MSL",10,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6595","M15-954","Mar",2021,"screens",31,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6596","M15-954","Mar",2021,"screens",31,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6597","M15-954","Mar",2021,"CRA",NA,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6598","M15-954","Mar",2021,"CRA",NA,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6599","M15-954","Mar",2021,"MSL",NA,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6600","M15-954","Mar",2021,"MSL",NA,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6601","M15-954","Mar",2022,"screens",52,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6602","M15-954","Mar",2022,"screens",52,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6603","M15-954","Mar",2022,"CRA",NA,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6604","M15-954","Mar",2022,"CRA",NA,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6605","M15-954","Mar",2022,"MSL",21,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6606","M15-954","Mar",2022,"MSL",21,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6607","M15-954","Apr",2021,"screens",37,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6608","M15-954","Apr",2021,"screens",37,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6609","M15-954","Apr",2021,"CRA",NA,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6610","M15-954","Apr",2021,"CRA",NA,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6611","M15-954","Apr",2021,"MSL",NA,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6612","M15-954","Apr",2021,"MSL",NA,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6613","M15-954","Apr",2022,"screens",44,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6614","M15-954","Apr",2022,"screens",44,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6615","M15-954","Apr",2022,"CRA",NA,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6616","M15-954","Apr",2022,"CRA",NA,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6617","M15-954","Apr",2022,"MSL",23,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6618","M15-954","Apr",2022,"MSL",23,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6619","M15-954","May",2021,"screens",46,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6620","M15-954","May",2021,"screens",46,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6621","M15-954","May",2021,"CRA",NA,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6622","M15-954","May",2021,"CRA",NA,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6623","M15-954","May",2021,"MSL",NA,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6624","M15-954","May",2021,"MSL",NA,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6625","M15-954","May",2022,"screens",56,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6626","M15-954","May",2022,"screens",56,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6627","M15-954","May",2022,"CRA",NA,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6628","M15-954","May",2022,"CRA",NA,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6629","M15-954","May",2022,"MSL",22,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6630","M15-954","May",2022,"MSL",22,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6631","M15-954","Jun",2021,"screens",54,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6632","M15-954","Jun",2021,"screens",54,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6633","M15-954","Jun",2021,"CRA",NA,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6634","M15-954","Jun",2021,"CRA",NA,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6635","M15-954","Jun",2021,"MSL",NA,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6636","M15-954","Jun",2021,"MSL",NA,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6637","M15-954","Jun",2022,"screens",11,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6638","M15-954","Jun",2022,"screens",11,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6639","M15-954","Jun",2022,"CRA",NA,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6640","M15-954","Jun",2022,"CRA",NA,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6641","M15-954","Jun",2022,"MSL",15,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6642","M15-954","Jun",2022,"MSL",15,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6643","M15-954","Jul",2021,"screens",37,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6644","M15-954","Jul",2021,"screens",37,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6645","M15-954","Jul",2021,"CRA",NA,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6646","M15-954","Jul",2021,"CRA",NA,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6647","M15-954","Jul",2021,"MSL",NA,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6648","M15-954","Jul",2021,"MSL",NA,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6649","M15-954","Jul",2022,"screens",5,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6650","M15-954","Jul",2022,"screens",5,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6651","M15-954","Jul",2022,"CRA",NA,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6652","M15-954","Jul",2022,"CRA",NA,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6653","M15-954","Jul",2022,"MSL",6,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6654","M15-954","Jul",2022,"MSL",6,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6655","M15-954","Aug",2021,"screens",46,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6656","M15-954","Aug",2021,"screens",46,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6657","M15-954","Aug",2021,"CRA",NA,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6658","M15-954","Aug",2021,"CRA",NA,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6659","M15-954","Aug",2021,"MSL",NA,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6660","M15-954","Aug",2021,"MSL",NA,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6661","M15-954","Aug",2022,"screens",14,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6662","M15-954","Aug",2022,"screens",14,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6663","M15-954","Aug",2022,"CRA",NA,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6664","M15-954","Aug",2022,"CRA",NA,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6665","M15-954","Aug",2022,"MSL",6,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6666","M15-954","Aug",2022,"MSL",6,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6667","M15-954","Sep",2020,"screens",4,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6668","M15-954","Sep",2020,"screens",4,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6669","M15-954","Sep",2020,"CRA",NA,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6670","M15-954","Sep",2020,"CRA",NA,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6671","M15-954","Sep",2020,"MSL",NA,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6672","M15-954","Sep",2020,"MSL",NA,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6673","M15-954","Sep",2021,"screens",51,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6674","M15-954","Sep",2021,"screens",51,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6675","M15-954","Sep",2021,"CRA",NA,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6676","M15-954","Sep",2021,"CRA",NA,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6677","M15-954","Sep",2021,"MSL",3,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6678","M15-954","Sep",2021,"MSL",3,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6679","M15-954","Sep",2022,"screens",9,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6680","M15-954","Sep",2022,"screens",9,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6681","M15-954","Sep",2022,"CRA",NA,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6682","M15-954","Sep",2022,"CRA",NA,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6683","M15-954","Sep",2022,"MSL",9,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6684","M15-954","Sep",2022,"MSL",9,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6685","M15-954","Oct",2020,"screens",8,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6686","M15-954","Oct",2020,"screens",8,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6687","M15-954","Oct",2020,"CRA",NA,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6688","M15-954","Oct",2020,"CRA",NA,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6689","M15-954","Oct",2020,"MSL",NA,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6690","M15-954","Oct",2020,"MSL",NA,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6691","M15-954","Oct",2021,"screens",29,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6692","M15-954","Oct",2021,"screens",29,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6693","M15-954","Oct",2021,"CRA",NA,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6694","M15-954","Oct",2021,"CRA",NA,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6695","M15-954","Oct",2021,"MSL",5,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6696","M15-954","Oct",2021,"MSL",5,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6697","M15-954","Oct",2022,"screens",6,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6698","M15-954","Oct",2022,"screens",6,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6699","M15-954","Oct",2022,"CRA",NA,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6700","M15-954","Oct",2022,"CRA",NA,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6701","M15-954","Oct",2022,"MSL",1,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6702","M15-954","Oct",2022,"MSL",1,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6703","M15-954","Nov",2020,"screens",16,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6704","M15-954","Nov",2020,"screens",16,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6705","M15-954","Nov",2020,"CRA",NA,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6706","M15-954","Nov",2020,"CRA",NA,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6707","M15-954","Nov",2020,"MSL",NA,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6708","M15-954","Nov",2020,"MSL",NA,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6709","M15-954","Nov",2021,"screens",37,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6710","M15-954","Nov",2021,"screens",37,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6711","M15-954","Nov",2021,"CRA",NA,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6712","M15-954","Nov",2021,"CRA",NA,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6713","M15-954","Nov",2021,"MSL",10,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6714","M15-954","Nov",2021,"MSL",10,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6715","M15-954","Nov",2022,"screens",5,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6716","M15-954","Nov",2022,"screens",5,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6717","M15-954","Nov",2022,"CRA",NA,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6718","M15-954","Nov",2022,"CRA",NA,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6719","M15-954","Nov",2022,"MSL",5,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6720","M15-954","Nov",2022,"MSL",5,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6721","M15-954","Dec",2020,"screens",16,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6722","M15-954","Dec",2020,"screens",16,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6723","M15-954","Dec",2020,"CRA",NA,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6724","M15-954","Dec",2020,"CRA",NA,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6725","M15-954","Dec",2020,"MSL",NA,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6726","M15-954","Dec",2020,"MSL",NA,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6727","M15-954","Dec",2021,"screens",27,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6728","M15-954","Dec",2021,"screens",27,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6729","M15-954","Dec",2021,"CRA",NA,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6730","M15-954","Dec",2021,"CRA",NA,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
"6731","M15-954","Dec",2021,"MSL",6,"Oncology","Phase 3","2022-11-06 00:00:00","Non-ASCENT"
"6732","M15-954","Dec",2021,"MSL",6,"Oncology","Phase 3","2022-11-06","Non-ASCENT"
